Index, Altitude, kalmanAltitude, kalmanVelocity, kalmanAcceleration, ax, ay, az, islaunch, isApogee1, isApogee2, isApogee3
1167,1563.7,1561.7,-1.91,-0.78,0.38,1.8,-9.97,1,0,0,1
1168,1563.61,1561.69,-1.91,-0.78,0.46,0.59,-10.85,1,0,0,1
1169,1563.9,1561.72,-1.89,-0.77,-0.75,3.5,-9.93,1,0,0,1
1170,1564.18,1561.77,-1.85,-0.76,2.98,1.57,-10.64,1,0,0,1
1171,1563.99,1561.8,-1.83,-0.76,-0.89,2.63,-10.16,1,0,0,1
1172,1563.99,1561.83,-1.81,-0.75,-2.08,2.43,-10.06,1,0,0,1
1173,1563.9,1561.85,-1.79,-0.75,-0.34,2.83,-9.96,1,0,0,1
1174,1563.42,1561.82,-1.81,-0.75,-0.42,1.98,-10,1,0,0,1
1175,1563.42,1561.78,-1.83,-0.76,-0.62,1.07,-10.53,1,0,0,1
1176,1563.7,1561.79,-1.81,-0.75,-4.55,4.04,-8.09,1,0,0,1
1177,1563.9,1561.81,-1.8,-0.74,1,2.51,-9.91,1,0,0,1
1178,1563.99,1561.84,-1.79,-0.75,0.62,-0.35,-11.97,1,0,0,1
1179,1563.61,1561.83,-1.78,-0.74,1.89,4.76,-8.7,1,0,0,1
1180,1563.8,1561.84,-1.78,-0.74,0.53,0.01,-11.26,1,0,0,1
1181,1563.8,1561.85,-1.77,-0.74,0.02,1.83,-9.97,1,0,0,1
1182,1563.61,1561.84,-1.77,-0.74,-4.92,4.39,-8.82,1,0,0,1
1183,1564.09,1561.88,-1.75,-0.73,-2.05,0.93,-10.45,1,0,0,1
1184,1563.7,1561.88,-1.75,-0.74,-1.95,0.81,-10.08,1,0,0,1
1185,1564.09,1561.92,-1.72,-0.73,-0.44,2.9,-9.65,1,0,0,1
